Date,Open,High,Low,Close,Volume,Adj Close
2013-12-02,126.35,128.55,123.93,124.17,7751200,124.17
2013-11-29,129.77,130.59,126.98,127.28,9716200,127.28
2013-11-27,121.31,126.95,119.52,126.94,12367600,126.94
2013-11-26,119.38,122.72,116.10,120.50,13885500,120.50
2013-11-25,124.50,125.84,120.30,120.84,10267300,120.84
2013-11-22,121.58,122.75,117.93,121.38,11096700,121.38
2013-11-21,122.89,124.79,120.25,122.10,11903800,122.10
2013-11-20,126.08,127.45,119.06,121.11,13849600,121.11
2013-11-19,119.43,129.00,119.22,126.09,19816200,126.09
2013-11-18,135.27,135.45,119.61,121.58,23138200,121.58
2013-11-15,136.85,137.95,134.35,135.45,9900200,135.45
2013-11-14,138.92,140.40,134.11,137.60,12203700,137.60
2013-11-13,140.84,142.37,136.34,138.70,12658300,138.70
2013-11-12,144.69,144.70,136.18,137.80,14985200,137.80
2013-11-11,141.00,145.42,137.10,144.70,13997600,144.70
2013-11-08,136.48,140.60,132.32,137.95,22477900,137.95
2013-11-07,144.19,145.65,137.62,139.77,22284700,139.77
2013-11-06,154.81,160.73,146.35,151.16,31071700,151.16
2013-11-05,180.00,181.43,171.36,176.81,22467100,176.81
2013-11-04,165.00,175.39,164.22,175.20,13120400,175.20
2013-11-01,163.00,165.90,160.41,162.17,7180600,162.17
2013-10-31,155.67,162.44,153.30,159.94,9333800,159.94
2013-10-30,164.63,167.68,158.17,159.22,8401800,159.22
2013-10-29,162.76,165.45,153.00,164.47,14111700,164.47
2013-10-28,170.18,170.50,162.20,162.86,7841700,162.86
2013-10-25,174.21,174.50,166.80,169.66,7595500,169.66
2013-10-24,165.00,174.50,162.83,173.15,10825700,173.15
2013-10-23,168.91,171.81,160.15,164.50,13320400,164.50
2013-10-22,170.50,177.78,166.11,171.54,11386700,171.54
2013-10-21,183.28,183.39,171.00,172.60,11532100,172.60
2013-10-18,184.15,185.96,182.52,183.40,5930800,183.40
2013-10-17,183.54,184.80,180.99,182.80,6705000,182.80
2013-10-16,184.90,187.30,182.09,183.56,8205400,183.56
2013-10-15,185.28,188.79,183.18,183.94,10978500,183.94
2013-10-14,175.00,182.50,174.15,179.72,7769600,179.72
2013-10-11,172.75,179.29,171.20,178.70,8311100,178.70
2013-10-10,173.09,175.75,169.69,172.93,8883900,172.93
2013-10-09,174.73,174.99,161.50,168.78,15316500,168.78
2013-10-08,184.40,185.93,173.21,174.73,13757200,174.73
2013-10-07,182.46,186.73,180.26,183.07,11485600,183.07
2013-10-04,176.40,181.18,172.65,180.98,14414000,180.98
2013-10-03,175.05,179.69,168.00,173.31,23816500,173.31
2013-10-02,188.59,191.83,175.40,180.95,20775400,180.95
2013-10-01,193.96,194.23,188.37,193.00,7755900,193.00
2013-09-30,189.00,194.50,188.00,193.37,8924700,193.37
2013-09-27,187.52,191.28,186.43,190.90,5916400,190.90
2013-09-26,186.70,189.68,185.61,188.64,6614400,188.64
2013-09-25,183.56,186.30,180.50,185.24,8252700,185.24
2013-09-24,179.14,184.96,177.65,182.33,6273400,182.33
2013-09-23,184.48,185.48,177.11,181.11,8173400,181.11
2013-09-20,178.90,185.83,178.56,183.39,13401700,183.39
2013-09-19,170.80,180.47,169.08,177.92,15594600,177.92
2013-09-18,167.07,167.45,164.20,166.22,5439700,166.22
2013-09-17,165.08,168.42,163.36,166.23,5496900,166.23
2013-09-16,168.00,170.85,165.85,166.58,7574900,166.58
2013-09-13,162.77,166.37,162.16,165.54,5401200,165.54
2013-09-12,164.00,166.76,160.51,164.93,6160000,164.93
2013-09-11,166.41,167.90,162.13,163.52,5832500,163.52
2013-09-10,161.45,167.50,160.63,166.37,8967800,166.37
2013-09-09,163.12,164.50,158.51,160.70,14344500,160.70
2013-09-06,168.57,169.70,165.15,166.97,8619700,166.97
2013-09-05,170.10,171.50,168.25,169.93,6685300,169.93
2013-09-04,169.77,171.62,165.56,170.62,11475700,170.62
2013-09-03,173.40,173.70,166.40,168.94,12061100,168.94
2013-08-30,166.37,169.21,163.96,169.00,11028400,169.00
2013-08-29,164.22,167.75,162.51,166.06,9436000,166.06
2013-08-28,169.06,171.50,163.25,166.45,14740100,166.45
2013-08-27,162.30,168.80,160.95,167.01,17566900,167.01
2013-08-26,165.15,173.00,160.25,164.22,24171100,164.22
2013-08-23,157.00,162.30,155.00,161.84,12931900,161.84
2013-08-22,149.22,157.48,148.14,157.10,10592400,157.10
2013-08-21,150.00,150.31,146.25,147.86,6266300,147.86
2013-08-20,148.65,149.78,147.00,149.58,6418200,149.58
2013-08-19,143.43,147.38,142.83,144.90,8037700,144.90
2013-08-16,141.63,143.91,140.97,142.00,7108100,142.00
2013-08-15,136.43,143.60,135.00,139.67,10179200,139.67
2013-08-14,142.72,144.84,138.05,139.36,11693800,139.36
2013-08-13,149.50,149.84,144.45,145.43,8748900,145.43
2013-08-12,149.43,150.50,142.05,147.38,14912200,147.38
2013-08-09,152.40,155.95,151.25,153.00,8927700,153.00
2013-08-08,154.35,158.88,150.46,153.48,27246800,153.48
2013-08-07,141.89,141.95,132.36,134.23,18212200,134.23
2013-08-06,144.75,145.73,141.10,142.15,9254500,142.15
2013-08-05,140.01,144.89,139.65,144.68,10200700,144.68
2013-08-02,134.59,138.25,133.61,138.00,6269900,138.00
2013-08-01,135.00,136.52,132.63,135.55,5323600,135.55
2013-07-31,132.57,134.97,131.45,134.28,6351700,134.28
2013-07-30,134.80,137.49,128.18,131.74,13127000,131.74
2013-07-29,129.32,135.37,128.25,134.62,9678900,134.62
2013-07-26,128.14,130.68,126.61,129.39,9633100,129.39
2013-07-25,120.40,124.75,120.19,124.07,5284300,124.07
2013-07-24,124.47,124.50,119.56,121.70,6869000,121.70
2013-07-23,124.00,125.56,121.82,122.74,7736400,122.74
2013-07-22,119.89,126.68,119.88,122.43,9797800,122.43
2013-07-19,118.50,120.55,116.51,119.68,5890300,119.68
2013-07-18,120.97,122.73,116.18,119.03,11398100,119.03
2013-07-17,106.52,121.62,104.50,120.25,26029000,120.25
2013-07-16,126.28,126.32,107.30,109.05,32371900,109.05
2013-07-15,133.03,133.26,126.82,127.26,9922400,127.26
2013-07-12,125.50,129.94,124.51,129.90,11344000,129.90
2013-07-11,124.88,126.09,122.35,125.61,7483600,125.61
2013-07-10,123.19,123.25,120.79,122.27,5600100,122.27
2013-07-09,124.64,125.32,121.91,123.45,8603300,123.45
2013-07-08,121.37,122.18,118.82,121.61,7814200,121.61
2013-07-05,118.32,120.28,115.70,120.09,6818700,120.09
2013-07-03,118.00,119.25,114.27,115.24,4806700,115.24
2013-07-02,118.25,121.89,115.50,117.82,12064100,117.82
2013-07-01,109.36,117.77,109.15,117.18,10903600,117.18
2013-06-28,108.57,109.44,106.71,107.36,5748600,107.36
2013-06-27,106.75,110.25,106.13,109.25,8744900,109.25
2013-06-26,103.80,105.87,102.66,105.72,6602600,105.72
2013-06-25,103.10,104.20,100.55,102.40,5848700,102.40
2013-06-24,96.50,102.87,95.30,101.49,7119800,101.49
2013-06-21,103.70,103.70,97.50,99.55,11718600,99.55
2013-06-20,104.65,107.13,99.45,100.65,10106500,100.65
2013-06-19,102.06,106.67,102.01,104.68,8578900,104.68
2013-06-18,101.75,103.98,99.20,103.39,8795300,103.39
2013-06-17,103.60,104.75,101.20,102.20,7066200,102.20
2013-06-14,100.00,102.52,99.33,100.30,6564700,100.30
2013-06-13,99.00,99.28,95.12,98.18,5961600,98.18
2013-06-12,96.80,100.48,95.75,97.73,9192700,97.73
2013-06-11,98.18,98.68,94.05,94.47,7394000,94.47
2013-06-10,98.93,102.52,98.57,100.05,9228600,100.05
2013-06-07,98.00,102.90,96.70,102.04,10711600,102.04
2013-06-06,95.25,99.27,95.11,97.35,9510900,97.35
2013-06-05,93.66,97.97,89.11,95.37,12224800,95.37
2013-06-04,92.75,96.42,92.40,94.84,8856100,94.84
2013-06-03,97.62,97.62,88.25,92.59,19139600,92.59
2013-05-31,106.26,106.44,97.73,97.76,15172000,97.76
2013-05-30,102.46,109.54,101.20,104.95,16133700,104.95
2013-05-29,113.55,114.90,99.00,104.63,25099500,104.63
2013-05-28,101.55,110.75,100.30,110.33,19691900,110.33
2013-05-24,92.60,97.95,92.00,97.08,16124200,97.08
2013-05-23,84.81,93.01,83.05,92.73,12022200,92.73
2013-05-22,86.37,90.96,85.50,87.24,8568000,87.24
2013-05-21,88.50,89.99,85.28,87.59,8998200,87.59
2013-05-20,91.12,92.50,88.63,89.94,8348400,89.94
2013-05-17,92.50,94.44,87.50,91.50,19002200,91.50
2013-05-16,94.70,95.00,88.66,92.25,21614000,92.25
2013-05-15,81.80,86.88,78.11,84.84,16878700,84.84
2013-05-14,94.22,97.12,81.15,83.24,37163900,83.24
2013-05-13,80.99,88.00,79.15,87.80,22416900,87.80
2013-05-10,69.65,81.00,69.25,76.76,25082600,76.76
2013-05-09,70.12,75.77,63.69,69.40,28605000,69.40
2013-05-08,57.50,58.20,55.71,55.79,6769900,55.79
2013-05-07,62.00,62.37,55.12,55.51,9991000,55.51
2013-05-06,56.39,59.66,55.50,59.50,4366700,59.50
2013-05-03,56.47,56.47,54.50,54.55,3378700,54.55
2013-05-02,53.85,55.27,53.70,54.11,3050400,54.11
2013-05-01,55.99,55.99,53.00,53.28,2742800,53.28
2013-04-30,56.00,58.18,53.76,53.99,5522600,53.99
2013-04-29,51.76,54.99,51.20,54.94,3639700,54.94
2013-04-26,53.13,53.74,50.62,51.20,3622100,51.20
2013-04-25,50.50,52.40,50.50,52.00,2795900,52.00
2013-04-24,50.90,51.05,48.98,50.43,2630000,50.43
2013-04-23,51.00,52.92,50.66,51.01,3733800,51.01
2013-04-22,48.60,50.20,47.75,50.19,3939400,50.19
2013-04-19,47.46,49.88,47.07,47.83,3011700,47.83
2013-04-18,45.98,47.60,45.39,46.97,3367900,46.97
2013-04-17,45.50,45.95,44.54,45.45,2118500,45.45
2013-04-16,44.19,46.14,43.91,45.59,3180400,45.59
2013-04-15,43.50,43.80,42.51,43.30,1681400,43.30
2013-04-12,43.25,45.14,43.05,43.75,3149400,43.75
2013-04-11,42.06,44.55,41.75,43.59,3447400,43.59
2013-04-10,40.70,42.01,40.61,41.86,2121100,41.86
2013-04-09,41.80,41.83,40.33,40.50,1696100,40.50
2013-04-08,41.97,42.55,41.51,41.83,1679000,41.83
2013-04-05,42.00,42.00,40.50,41.37,1552400,41.37
2013-04-04,41.11,42.25,40.81,42.01,2264800,42.01
2013-04-03,43.10,43.47,40.21,41.10,5643600,41.10
2013-04-02,43.60,45.50,43.51,44.34,6652400,44.34
2013-04-01,42.36,46.68,41.70,43.93,14098500,43.93
2013-03-28,38.23,38.24,37.75,37.89,1158700,37.89
2013-03-27,37.94,38.38,37.31,38.16,1296300,38.16
2013-03-26,37.98,38.22,37.66,37.86,1808200,37.86
2013-03-25,37.10,38.52,36.77,37.53,2378800,37.53
2013-03-22,36.20,36.80,36.20,36.62,440200,36.62
2013-03-21,35.95,37.06,35.74,36.01,1146300,36.01
2013-03-20,35.26,36.07,35.16,35.95,1423000,35.95
2013-03-19,35.25,35.60,34.94,35.08,1098500,35.08
2013-03-18,35.30,36.06,34.92,35.15,1316100,35.15
2013-03-15,36.64,36.65,35.21,35.29,3279600,35.29
2013-03-14,38.90,38.91,36.77,36.85,2021000,36.85
2013-03-13,39.00,39.49,38.81,38.98,822000,38.98
2013-03-12,38.90,39.38,38.85,39.12,1275100,39.12
2013-03-11,38.87,39.44,38.65,39.10,1579500,39.10
2013-03-08,38.06,39.44,37.36,38.47,912100,38.47
2013-03-07,37.73,38.65,36.88,38.23,1158300,38.23
2013-03-06,37.01,37.88,36.97,37.69,1150000,37.69
2013-03-05,36.00,36.92,35.79,36.65,2087000,36.65
2013-03-04,34.77,35.83,34.70,35.58,1757700,35.58
2013-03-01,35.00,35.08,34.25,34.65,1546600,34.65
2013-02-28,35.89,36.10,34.37,34.83,1964900,34.83
2013-02-27,34.41,35.41,34.40,35.10,1959200,35.10
2013-02-26,34.46,34.96,33.80,34.43,2762900,34.43
2013-02-25,36.15,36.75,34.34,34.38,2889400,34.38
2013-02-22,35.72,36.39,35.60,36.11,2547300,36.11
2013-02-21,36.49,37.39,34.54,35.16,9037800,35.16
2013-02-20,39.30,39.65,38.46,38.54,3122000,38.54
2013-02-19,37.36,39.29,37.31,39.28,2701400,39.28
2013-02-15,38.50,38.51,36.95,37.04,2017600,37.04
2013-02-14,38.64,38.75,38.21,38.27,990700,38.27
2013-02-13,38.30,39.00,38.05,38.45,966800,38.45
2013-02-12,38.45,38.87,37.29,37.89,2261300,37.89
2013-02-11,37.98,39.15,37.50,38.42,3266300,38.42
2013-02-08,39.45,40.00,39.14,39.24,1139800,39.24
2013-02-07,39.19,39.68,38.95,39.48,1196600,39.48
2013-02-06,38.18,39.39,37.90,39.17,1893200,39.17
2013-02-05,38.00,38.65,37.68,38.13,1310200,38.13
2013-02-04,38.40,38.42,37.59,37.74,1128000,37.74
2013-02-01,38.17,38.50,37.62,38.30,1100600,38.30
